"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"A goodly heritage : a history of Jane Austen's family","","009460618","Monograph","Language material ; Text","Volume","GB8318076","","9780856354854 ; 9780904790313","Tucker, George Holbert","","person","author","Mid Northumberland Arts Group [organisation] ; Tucker, George Holbert, author [person]","","","England","Manchester","Carcanet New Press ; Mid Northumberland Arts Group","1983","","238 pages, portraits, 23 cm","823.7","83/24509 ; X.950/26186","Novelists, English--19th century--Family relationships ; Austen, Jane, 1775-1817 ; Fiction in English--Austen, Jane--Family--Biographies ; Austen, Jane, 1775-1817--Family ; England--Biography","","English","Includes index",""
"A governess in the age of Jane Austen : the journals and letters of Agnes Porter","","012028930","Monograph","Language material ; Text","Volume","GB9840626","","9781852851644","Porter, Agnes","approximately 1750-1814","person","author","Martin, Joanna, 1951-, editor [person] ; Porter, Agnes, approximately 1750-1814, author [person]","","","England","London","Hambledon Press","1998","","372 pages, 4 pages of plates, illustrations, facsimiles, genealogical tables, portraits, 24 cm","941.073092","98/19116 ; YC.1999.b.4638","Governesses--England--Diaries ; Porter, Agnes, approximately 1750-1814--Correspondence ; Porter, Agnes, approximately 1750-1814--Diaries ; Austen, Jane, 1775-1817--Contemporary England ; England--Social life and custons--19th century--Sources","","English","",""
"A guide to Jane Austen","","013853057","Monograph","Language material ; Text","Volume","","","9780684138244","Hardwick, Michael","1924-1991","person","author","Hardwick, Michael, 1924-1991, author [person]","","","United States of America","New York","Scribner","1973","","237 pages, 21 cm","823.7","75/14254","Women and literature--England--History--19th century--Handbooks, manuals, etc ; Austen, Jane, 1775-1817--Handbooks, manuals, etc","","English","",""
"A guide to Jane Austen's Northanger Abbey, etc","","002459817","Monograph","Language material ; Text","Volume","","","","Menon, K. R.","","person","author","Menon, K. R., author [person]","","","Singapore","","India Publishing House","1956","","100 pages (8°)","","11875.tt.1","Austen, Jane, 1775-1817","","English","",""
"A guide to Mansfield Park","Advanced guide to Mansfield Park ; Mansfield Park","011318559","Monograph","Language material ; Text","Volume","GBA0X8477","","9780340775615","Hartley, Mary","1948-","person","author","Buzan, Tony, author [person] ; Hartley, Mary, 1948-, author [person]","Teach yourself literature guides. Advanced","","England","London","Hodder & Stoughton","2000","","xv, 111 pages, illustrations, 20 cm","823.7","YK.2001.a.15966","Austen, Jane, 1775-1817 ; A-level examinations--Study guides","Study guide","English","Includes index",""
"A guide to Pride & prejudice","","011315012","Monograph","Language material ; Text","Volume","GB9865879","","9780340679616","Kerrigan, Michael","1959-","person","author","Buzan, Tony, author [person] ; Kerrigan, Michael, 1959-, author [person]","Teach yourself literature guides","","England","London","Hodder & Stoughton","1998","","x, 85 pages, illustrations, 20 cm","823.7","YK.1999.a.5765","Austen, Jane, 1775-1817","","English","Includes index",""
"A guinea pig Pride & prejudice : a novel in three volumes","Guinea pig Pride and prejudice ; Pride and prejudice","017436001","Monograph","Language material ; Text","Volume","GBB589564","","9781408865514 ; 9781632862426","Goodwin, Alex","1985-","person","author","Gammell, Tess, 1987-, illustrator [person] ; Belmondo, photographer [person] ; Goodwin, Alex, 1985-, author [person] ; Austen, Jane, 1775-1817 [person]","","","England","London","Bloomsbury","2015","","50 pages, colour illustrations, 14 x 17 cm","823.92","YKL.2019.a.1008","Austen, Jane, 1775-1817--Parodies, imitations, etc ; Guinea pigs--Pictorial works ; Pride and prejudice (Austen, Jane) ; Guinea pigs--Humor","Humour or satire ; Parody ; Pictorial work ; Romance fiction","English","",""
"A guinea pig pride & prejudice : a novel in three volumes : an adaptation of the original","Guinea pig pride and prejudice ; Pride and prejudice","017949601","Monograph","Language material ; Text","Online resource","GBB6I3635","","9781408865521 ; 9781632862433","Goodwin, Alex","","person","author","Austen, Jane, 1775-1817, author [person] ; Newell, Tess, 1987- [person] ; Austen, Jane, 1775-1817 [person] ; Goodwin, Alex, author [person]","","","England ; United States of America","New York","Bloomsbury","2015","","1 online resource (56 pages), colour illustrations","823.92","ELD.DS.71728","Gift books ; Humor--Topic--Animals ; Classic fiction (pre c 1945) ; Domestic animals & pets ; Fiction--Classics ; Austen, Jane, 1775-1817--Adaptations ; Darcy, Fitzwiliam, Elizabeth (Fictitious character)--Juvenile fiction ; Bennet, Elizabeth (Fictitious character)--Juvenile fiction ; Pets--Rabbits, Mice, Hamsters, Guinea Pigs, etc","Adaptation ; Children's fiction","English","",""
"A guinea pig pride & prejudice : a novel in three volumes : an adaptation of the original","Guinea pig pride and prejudice ; Pride and prejudice","017963537","Monograph","Language material ; Text","Online resource","GBB6I4548","","9781408865521 ; 9781632862433","Goodwin, Alex","","person","author","Austen, Jane, 1775-1817, author [person] ; Austen, Jane, 1775-1817 [person] ; Goodwin, Alex, author [person] ; Newell, Tess,1987 [person]","","","England ; United States of America","New York","Bloomsbury","2015","","1 online resource (56 pages), colour illustrations","823.92","ELD.DS.73406","Gift books ; Humor--Topic--Animals ; Classic fiction (pre c 1945) ; Domestic animals & pets ; Fiction--Classics ; Austen, Jane, 1775-1817--Adaptations ; Darcy, Fitzwiliam, Elizabeth (Fictitious character)--Juvenile fiction ; Bennet, Elizabeth (Fictitious character)--Juvenile fiction ; Pets--Rabbits, Mice, Hamsters, Guinea Pigs, etc","Adaptation ; Children's fiction","English","",""
"A history of Jane Austen's family","Goodly heritage","010726286","Monograph","Language material ; Text","Volume","GB97V8109","","9780750916639","Tucker, George Holbert","","person","author","Tucker, George Holbert, author [person]","","","England","Stroud","Sutton","1998","","238 pages, genealogical tables, 22 cm","823.7","99/12386 ; YC.1998.a.1936","Women novelists, English--18th century--Family relationships ; Austen family--Biography ; Austen, Jane, 1775-1817--Family","","English","Includes index ; Originally published as: A goodly heritage. Manchester : Carcanet New Press in association with Northumberland Arts Group, 1983",""
"A little bit of ivory : a life of Jane Austen","","008045607","Monograph","Language material ; Text","Volume","GB7719624","","9780241895344","Vipont, Elfrida","1902-1992","person","author","Vipont, Elfrida, 1902-1992, author [person]","","","England","Hamilton ; London","","1977","","148 pages, 1 genealogical table, 23 cm","823.7","77/16174 ; X.989/51589","Austen, Jane, 1775-1817 ; Novelists, English--19th century--Biography ; Fiction in English--Austen, Jane--1775-1817--Biographies","Biography","English","",""
"A lost novel by Jane Austen?","","017364122","Monograph","Language material ; Text","Volume","GBB6K1934","","9780952309321","Allen, Osric","","person","author","Allen, Osric, author [person]","","","England","London","Robert Temple","2015","","59 pages, 22 cm","823.7","YC.2016.a.11945","Austen, Jane, 1775-1817--Criticism and interpretation","","English","",""
"A mansfieldi kastély","Mansfield Park. Hungarian","013358297","Monograph","Language material ; Text","Volume","","","9789637138126","Austen, Jane","1775-1817","person","author","Réz, Ádám, 1926-, translator [person] ; Austen, Jane, 1775-1817, author [person]","","","Hungary","Szeged","Lazi Könyvkiadó","2005","","426 pages, 21 cm","","YF.2006.a.16157","English fiction--19th century--Translations into Hungarian","Translations into Hungarian","Hungarian","",""
"A memoir of Jane Austen : and other family recollections","","011943057","Monograph","Language material ; Text","Volume","GBA272771","","9780192840745","Austen-Leigh, James Edward","1798-1874","person","author","Sutherland, Kathryn, editor [person] ; Austen-Leigh, James Edward, 1798-1874, author [person]","Oxford world's classics","","England","Oxford","Oxford University Press","2002","","lxii, 276 pages, illustrations, portraits, facsimile, genealogical table, 20 cm","823.7","YC.2003.a.4478","Austen, Jane, 1775-1817 ; Women novelists, English--19th century--Biography ; Novelists, English--19th century--Biography","Biography","English","",""
"A memoir of Jane Austen : and other family recollections","","014524347","Monograph","Language material ; Text","Volume","GBA819572","","9780199540778","Austen-Leigh, James Edward","1798-1874","person","","Sutherland, Kathryn [person] ; Austen-Leigh, James Edward, 1798-1874 [person]","Oxford world's classics","","England","Oxford","Oxford University Press","2008","New edition, edited with an introduction and notes by Kathryn Sutherland","lxii, 276 pages, illustrations, 20 cm","823.7","","Austen, Jane, 1775-1817 ; Women novelists, English--19th century--Biography ; Novelists, English--19th century--Biography","Biography","English","First published: 2002",""
"A memoir of Jane Austen : illustrated & annotated","","018338569","Monograph","Language material ; Text","Volume","GBB7A6409","","9781910146293","Austen-Leigh, James Edward","1798-1874","person","author","Austen-Leigh, James Edward, 1798-1874, author [person]","","","England","Tunbridge Wells, Kent","Solis Press","2017","A 200th anniversary edition","144 pages, illustrations, 24 cm","","YK.2018.a.4749","Austen, Jane, 1775-1817 ; Women novelists, English--19th century--Biography ; Novelists, English--19th century--Biography","Biography","English","'The second edition of A Memoir of Jane Austen was originally published in 1871 by Richard Bentley & Son. This edition completely reset with minor changes, annotations and illustrations is published in 2017 by Solis Press'--Title page verso",""
"A memoir of Jane Austen by her nephew","","011826714","Monograph","Language material ; Text","Volume","GB9008635","","","Austen-Leigh, James Edward","1798-1874","person","author","Austen-Leigh, James Edward, 1798-1874, author [person]","","","England","London","Folio Society","1989","2nd edition, edited by R. W. Chapman","xx, 202 pages, illustrations, portraits, 21 cm","823.7","YC.1990.a.2577","Austen, Jane, 1775-1817 ; Fiction in English--Austen, Jane--1775-1817--Biographies","","English","Originally published: Oxford : Clarendon, 1926",""
"A memoir of Jane Austen","","002121875","Monograph","Language material ; Text","Volume","","","","Austen-Leigh, James Edward","1798-1874","person","author","Austen-Leigh, James Edward, 1798-1874, author [person]","","","England","London","","1870","","portraits (8°)","","10855.e.8 ; W50/9051","Austen, Jane, 1775-1817","","English","",""
"A memoir of Jane Austen","","007403200","Monograph","Language material ; Text","Volume","GB8860295","","9780712617024","Austen-Leigh, James Edward","1798-1874","person","author","Austen-Leigh, James Edward, 1798-1874, author [person]","The Century lives & letters","","England","London","Century","1987","","235 pages, 22 cm","823.7","YC.1988.a.13011","Austen, Jane, 1775-1817 ; Novelists, English--19th century--Biography ; Fiction in English--Austen, Jane--1775-1817--Biographies","Biography","English","Includes index ; Originally published: S.l. : s.n, 1870",""
"A memoir of Jane Austen","","017098296","Monograph","Language material ; Text","Online resource","","","","Austen-Leigh, James Edward","1798-1874","person","author","Austen-Leigh, James Edward, 1798-1874, author [person]","","","England","London","","1870","","portraits (8°)","","Digital Store 10855.e.8","Austen, Jane, 1775-1817","","English","",""
"A memoir of Jane Austen","Lady Susan ; Watsons","002121876","Monograph","Language material ; Text","Volume","","","","Austen-Leigh, James Edward","1798-1874","person","author","Austen, Jane, 1775-1817 [person] ; Austen-Leigh, James Edward, 1798-1874, author [person]","","","England","London","","1871","Second edition, to which is added Lady Susan, and fragments of two other unfinished tales by Miss Austen","","","10855.bb.16","Austen, Jane, 1775-1817","","English","",""
"A memoir of Jane Austen","Lady Susan ; Watsons","002121877","Monograph","Language material ; Text","Volume","","","","Austen-Leigh, James Edward","1798-1874","person","author","Austen, Jane, 1775-1817 [person] ; Austen-Leigh, James Edward, 1798-1874, author [person]","","","England","London","Richard Bentley","1883","Fifth edition To which is added Lady Susan, and fragments of two other unfinished tales by Miss Austen","ix, 364 pages, portraits, 20 cm","","1608/2926","Austen, Jane, 1775-1817","","English","",""
